TERM	DOID
"intermittent heterotropia"	"DOID1942"
"intermittent heterotropia nos (disorder)"	"DOID1942"
"intermittent heterotropia, unspecified"	"DOID1942"
"intermittent squint (disorder)"	"DOID1942"
"telogen effluvium"	"DOID1943"
"telogen effluvium (disorder)"	"DOID1943"
"trichomoniasis"	"DOID1947"
"cholecystitis"	"DOID1949"
"acute and chronic cholecystitis"	"DOID1949"
"acute and chronic cholecystitis (disorder)"	"DOID1949"
"acute cholecystitis"	"DOID1949"
"acute cholecystitis (disorder)"	"DOID1949"
"acute cholecystitis nos (disorder)"	"DOID1949"
"acute cholecystitis unspecified (disorder)"	"DOID1949"
"acute on chronic cholecystitis"	"DOID1949"
"chronic cholecystitis"	"DOID1949"
"chronic cholecystitis (disorder)"	"DOID1949"
"fallopian tube disease"	"DOID1962"
"fallopian tube disorder"	"DOID1962"
"fallopian tube carcinoma"	"DOID1963"
"cancer of the fallopian tube"	"DOID1963"
"carcinoma of fallopian tube (disorder)"	"DOID1963"
"fallopian tube ca"	"DOID1963"
"fallopian tube ca"	"DOID1963"
"fallopian tube ca"	"DOID1963"
"fallopian tube cancer"	"DOID1964"
"fallopian tube neoplasm"	"DOID1964"
"malignant neoplasm of uterine tube"	"DOID1964"
"malignant tumor of fallopian tube (disorder)"	"DOID1964"
"malignant tumour of fallopian tube"	"DOID1964"
"neoplasm of fallopian tube (disorder)"	"DOID1964"
"tumor of the fallopian tube"	"DOID1964"
"tumor, fallopian tube, malignant"	"DOID1964"
"fallopian tube leiomyosarcoma"	"DOID1965"
"leiomyosarcoma"	"DOID1967"
"leiomyosarcomas"	"DOID1967"
"cerebral palsy"	"DOID1969"
"infantile cerebral palsy"	"DOID1969"
"fallopian tube carcinosarcoma"	"DOID1970"
"fallopian tube malignant mixed mesodermal (mullerian) tumor"	"DOID1970"
"fallopian tube malignant mixed mullerian tumor"	"DOID1970"
"fallopian tube adenosarcoma"	"DOID1973"
"fallopian tube mullerian adenosarcoma"	"DOID1973"
"adenosarcoma"	"DOID1974"
"adenosarcoma (morphologic abnormality)"	"DOID1974"
"mullerian adenosarcoma"	"DOID1974"
"thymus lipoma"	"DOID1975"
"thymolipoma"	"DOID1975"
"focal chorioretinitis"	"DOID1979"
"rectal neoplasm"	"DOID1984"
"neoplasm of rectum (disorder)"	"DOID1984"
"rectal tumor"	"DOID1984"
"rectum neoplasm"	"DOID1984"
"rectum lymphoma"	"DOID1988"
"lymphoma of rectum"	"DOID1988"
"rectum malignant melanoma"	"DOID1992"
"malignant melanoma of rectum (disorder)"	"DOID1992"
"melanoma of rectum"	"DOID1992"
"rectum cancer"	"DOID1993"
"carcinoma of rectum"	"DOID1993"
"carcinoma of rectum"	"DOID1993"
"carcinoma of the rectum"	"DOID1993"
"malignant neoplasm of rectum"	"DOID1993"
"malignant rectal tumor"	"DOID1993"
"malignant rectum tumor"	"DOID1993"
"malignant tumor of rectum (disorder)"	"DOID1993"
"rectal cancer"	"DOID1993"
"rectum sarcoma"	"DOID1995"
"sarcoma of rectum"	"DOID1995"
"rectum adenocarcinoma"	"DOID1996"
"adenocarcinoma of rectum (disorder)"	"DOID1996"
"rectal adenocarcinoma"	"DOID1996"
"lutembacher's syndrome"	"DOID1998"
"lutembacher syndrome"	"DOID1998"
"lutembacher's anomaly (disorder)"	"DOID1998"
"chronic eustachian salpingitis"	"DOID1999"
"chronic eustachian salpingitis (disorder)"	"DOID1999"
"chronic eustachian tube salpingitis (disorder)"	"DOID1999"
"giant cell tumor"	"DOID200"
"giant cell neoplasm"	"DOID200"
"giant cell tumor (morphologic abnormality)"	"DOID200"
"giant cell tumor (qualifier value)"	"DOID200"
"giant cell tumor nos (morphologic abnormality)"	"DOID200"
"giant cell tumors (morphologic abnormality)"	"DOID200"
"tumor of the giant cell"	"DOID200"
"otosalpingitis"	"DOID2000"
"eustachian salpingitis"	"DOID2000"
"eustachian salpingitis (disorder)"	"DOID2000"
"eustachian salpingitis, unspecified"	"DOID2000"
"eustachian tube salpingitis"	"DOID2000"
"eustachian tube salpingitis (disorder)"	"DOID2000"
"eustachian tube salpingitis nos (disorder)"	"DOID2000"
"unspecified eustachian tube salpingitis (disorder)"	"DOID2000"
"neuroma"	"DOID2001"
"preretinal fibrosis"	"DOID2006"
"cellophane maculopathy"	"DOID2006"
"macular puckering of retina"	"DOID2006"
"macular retinal puckering (disorder)"	"DOID2006"
"degeneration of macula and posterior pole"	"DOID2007"
"degeneration of macula and posterior pole (disorder)"	"DOID2007"
"degeneration of macula and posterior pole of retina"	"DOID2007"
"degeneration of macula or posterior pole nos (disorder)"	"DOID2007"
"connective tissue cancer"	"DOID201"
"connective tissue neoplasm"	"DOID201"
"neoplasm of connective tissues (disorder)"	"DOID201"
"tumour of connective tissue"	"DOID201"
"nezelof syndrome"	"DOID2012"
"nezelof's syndrome"	"DOID2012"
"nezelof's syndrome (disorder)"	"DOID2012"
"t-lymphocyte deficiency"	"DOID2012"
"hyperinsulinism"	"DOID2018"
"hyperinsulinemia"	"DOID2018"
"hyperinsulinism (disorder)"	"DOID2018"
"hyperinsulinism nos"	"DOID2018"
"placenta cancer"	"DOID2021"
"malignant neoplasm of placenta"	"DOID2021"
"malignant placental tumor"	"DOID2021"
"neoplasm of placenta (disorder)"	"DOID2021"
"placental cancer"	"DOID2021"
"placental tumors"	"DOID2021"
"primary malignant neoplasm of placenta"	"DOID2021"
"placental choriocarcinoma"	"DOID2024"
"choriocarcinoma of the placenta"	"DOID2024"
"gestational choriocarcinoma"	"DOID2025"
"gestational choriocarcinoma (morphologic abnormality)"	"DOID2025"
"gestational chorionepithelioma"	"DOID2025"
"molar pregnancy with choriocarcinoma (disorder)"	"DOID2025"
"exostosis"	"DOID203"
"bone spur"	"DOID203"
"bony outgrowth"	"DOID203"
"orbital exostosis"	"DOID203"
"osteophyte"	"DOID203"
"swimmer's exostosis"	"DOID203"
"anxiety disorder"	"DOID2030"
"anxiety state"	"DOID2030"
"communication disorder"	"DOID2033"
"encephalomalacia"	"DOID2034"
"encephalomalacia (disorder)"	"DOID2034"
"enthesopathy"	"DOID204"
"hepatitis b"	"DOID2043"
"chronic hepatitis b"	"DOID2043"
"hepatitis b infection"	"DOID2043"
"drug-induced hepatitis"	"DOID2044"
"drug-induced chronic hepatitis (disorder)"	"DOID2044"
"hepatitis d"	"DOID2047"
"delta hepatitis"	"DOID2047"
"autoimmune hepatitis"	"DOID2048"
"autoimmune chronic active hepatitis"	"DOID2048"
"autoimmune hepatitis"	"DOID2048"
"autoimmune hepatitis"	"DOID2048"
"autoimmune hepatitis (disorder)"	"DOID2048"
"autoimmune hepatitis with centrilobular necrosis"	"DOID2048"
"hyperostosis"	"DOID205"
"bone hypertrophy"	"DOID205"
"hypertrophy of bone"	"DOID205"
"hypertrophy of bone (disorder)"	"DOID205"
"hypertrophy of bone (morphologic abnormality)"	"DOID205"
"acute maxillary sinusitis"	"DOID2050"
"acute antritis"	"DOID2050"
"maxillary sinusitis"	"DOID2051"
"reactive cutaneous fibrous lesion"	"DOID2053"
"post-traumatic stress disorder"	"DOID2055"
"traumatic neurosis"	"DOID2055"
"chronic mucocutaneous candidiasis"	"DOID2058"
"chronic mucocutaneous candidiasis"	"DOID2058"
"vulvar disease"	"DOID2059"
"hereditary multiple exostoses"	"DOID206"
"hereditary multiple exostoses 1"	"DOID206"
"hereditary multiple exostoses 2"	"DOID206"
"hereditary multiple exostoses 3"	"DOID206"
"multiple congenital exostosis"	"DOID206"
"multiple exostosis syndromes"	"DOID206"
"multiple ostechondromas"	"DOID206"
"osteochondromatosis syndrome (disorder) [ambiguous]"	"DOID206"
"vulvar nodular hidradenoma"	"DOID2060"
"nodular hidradenoma"	"DOID2061"
"vulvar syringoma"	"DOID2064"
"syringoma"	"DOID2065"
"syringoma (disorder)"	"DOID2065"
"syringoma (morphologic abnormality)"	"DOID2065"
"syringoma nos (morphologic abnormality)"	"DOID2065"
"vulvar angiokeratoma"	"DOID2066"
"fordyce angiokeratoma of vulva"	"DOID2066"
"bartholin's gland neoplasm"	"DOID2068"
"bartholin gland neoplasm"	"DOID2068"
"tumor of bartholin's gland"	"DOID2068"
"vulvar squamous papilloma"	"DOID2071"
"vulvar squamous tumor"	"DOID2072"
"perinatal intestinal perforation"	"DOID2073"
"perinatal intestinal perforation (disorder)"	"DOID2073"
"intestinal perforation"	"DOID2074"
"perforation of intestine"	"DOID2074"
"minor vestibular glands adenoma"	"DOID2075"
"vulvar glandular tumor"	"DOID2076"
"chondroid syringoma of the vulva"	"DOID2078"
"eccrine mixed tumor of skin"	"DOID2079"
"eccrine mixed tumor (disorder)"	"DOID2079"
"eccrine mixed tumor (morphologic abnormality)"	"DOID2079"
"mixed eccrine neoplasm of the skin"	"DOID2079"
"vulvar trichoepithelioma"	"DOID2080"
"outlet dysfunction constipation"	"DOID2088"
"constipation"	"DOID2089"
"transient arthritis"	"DOID2092"
"vulvar melanoma"	"DOID2093"
"malignant melanoma of vulva (disorder)"	"DOID2093"
"sweat gland cancer"	"DOID2095"
"malignant neoplasm of sweat gland"	"DOID2095"
"malignant tumor of the sweat gland"	"DOID2095"
"vulvar sarcoma"	"DOID2096"
"sarcoma of vulva (disorder)"	"DOID2096"
"vulval paget's disease"	"DOID2097"
"paget's disease of vulva (disorder)"	"DOID2097"
"vulval paget disease"	"DOID2097"
"vulval paget's disease (disorder)"	"DOID2097"
"vulvar paget's disease"	"DOID2097"
"vulva adenocarcinoma"	"DOID2098"
"adenocarcinoma of vulva"	"DOID2098"
"heel spur"	"DOID210"
"vulva squamous cell carcinoma"	"DOID2101"
"vulvar epidermoid carcinoma"	"DOID2101"
"vulvar squamous cell carcinoma"	"DOID2101"
"thomsen disease"	"DOID2106"
"congenital myotonia, autosomal dominant form (disorder)"	"DOID2106"
"congenital myotonia, nos"	"DOID2106"
"myotonia congenita"	"DOID2106"
"thomsen's disease"	"DOID2106"
"thomsen's disease"	"DOID2106"
"cystoisosporiasis"	"DOID2112"
"infection by isospora belli and isospora hominis"	"DOID2112"
"isosporiasis"	"DOID2112"
"isosporosis"	"DOID2112"
"coccidiosis"	"DOID2113"
"coccidiosis (& [intestinal])"	"DOID2113"
"b cell deficiency"	"DOID2115"
"b cell (antibody) deficiencies"	"DOID2115"
"immunoglobulin heavy chain deficiency (disorder)"	"DOID2115"
"immunoglobulin heavy chain deletion"	"DOID2115"
"focal dermal hypoplasia"	"DOID2120"
"goltz syndrome"	"DOID2120"
"pneumonic tularemia"	"DOID2122"
"bronchopneumonic tularemia"	"DOID2122"
"pneumonic tularaemia"	"DOID2122"
"pulmonary tularemia"	"DOID2122"
"pulmonary tularemia [dup] (disorder)"	"DOID2122"
"tularemia"	"DOID2123"
"brain germinoma"	"DOID2127"
"germinoma of the brain"	"DOID2127"
"intracranial germinoma"	"DOID2127"
"atypical teratoid rhabdoid tumor"	"DOID2129"
"atypical teratoid/rhabdoid tumor (morphologic abnormality)"	"DOID2129"
"rhabdoid tumor of the cns"	"DOID2129"
"brain sarcoma"	"DOID2132"
"sarcoma of the brain"	"DOID2132"
"central nervous system sarcoma"	"DOID2133"
"sarcoma of the cns"	"DOID2133"
"temporal lobe neoplasm"	"DOID2135"
"malignant neoplasm of temporal lobe"	"DOID2135"
"malignant neoplasm of temporal lobe (disorder)"	"DOID2135"
"malignant neoplasm of temporal lobe nos (disorder)"	"DOID2135"
"neoplasm of temporal lobe (disorder)"	"DOID2135"
"tumor of temporal lobe"	"DOID2135"
"paraurethral gland neoplasm"	"DOID2139"
"neoplasm of paraurethral glands (disorder)"	"DOID2139"
"tumor of the paraurethral gland"	"DOID2139"
"teeth hard tissue disease"	"DOID214"
"urethral urothelial papilloma"	"DOID2140"
"urethra leiomyoma"	"DOID2142"
"leiomyoma of the urethra"	"DOID2142"
"ovarian malignant mesothelioma"	"DOID2143"
"malignant ovarian cyst"	"DOID2145"
"ovary sarcoma"	"DOID2146"
"sarcoma of ovary"	"DOID2146"
"tuberculous oophoritis"	"DOID2148"
"urogenital tuberculosis"	"DOID2149"
"ovarian lymphoma"	"DOID2150"
"malignant ovarian surface epithelial-stromal neoplasm"	"DOID2151"
"ovary epithelial cancer"	"DOID2152"
"epithelial tumor of ovary (disorder)"	"DOID2152"
"ovarian surface epithelial-stromal tumor"	"DOID2152"
"ovarian wilms' cancer"	"DOID2153"
"nephroblastoma"	"DOID2154"
"adult nephroblastoma"	"DOID2154"
"adult renal wilms' tumor"	"DOID2154"
"childhood renal wilms' cancer"	"DOID2154"
"renal wilms tumor"	"DOID2154"
"malignant ovarian germ cell neoplasm"	"DOID2155"
"malignant germ cell tumor of ovary (disorder)"	"DOID2155"
"malignant ovarian germ cell tumor"	"DOID2155"
"ovarian germ cell cancer"	"DOID2156"
"germ cell neoplasm of ovary"	"DOID2156"
"germ cell tumor of ovary (disorder)"	"DOID2156"
"dental caries"	"DOID216"
"dental caries extending into pulp"	"DOID216"
"dental caries of smooth surface"	"DOID216"
"dental caries pit and fissure"	"DOID216"
"nasal cavity disease"	"DOID2163"
"disorder of nasal cavity (disorder)"	"DOID2163"
"nasal cavity disease nos"	"DOID2163"
"nasal cavity disease nos (disorder)"	"DOID2163"
"nasal cavity disorder"	"DOID2163"
"non-neoplastic nasal cavity disease"	"DOID2163"
"enamel caries"	"DOID217"
"dental caries limited to enamel"	"DOID217"
"enamel caries (disorder)"	"DOID217"
"enamel dental caries unspecified (disorder)"	"DOID217"
"primary dental caries"	"DOID217"
"simple dental cavity"	"DOID217"
"vaginitis"	"DOID2170"
"eyelid neoplasm"	"DOID2173"
"tumor of the eyelid"	"DOID2173"
"ocular cancer"	"DOID2174"
"eye neoplasm"	"DOID2174"
"malignant eye neoplasm"	"DOID2174"
"neoplasm of eye (disorder)"	"DOID2174"
"neoplasm of eye proper"	"DOID2174"
"ocular tumor"	"DOID2174"
"carbuncle"	"DOID2176"
"carbuncle and furuncle of any part of face except eye"	"DOID2176"
"carbuncle and furuncle of buttock"	"DOID2176"
"carbuncle and furuncle of face"	"DOID2176"
"carbuncle and furuncle of foot"	"DOID2176"
"carbuncle and furuncle of gluteal region"	"DOID2176"
"carbuncle and furuncle of hand"	"DOID2176"
"carbuncle and furuncle of leg except foot"	"DOID2176"
"carbuncle and furuncle of neck"	"DOID2176"
"carbuncle and furuncle of trunk"	"DOID2176"
"carbuncle and furuncle of upper arm and forearm"	"DOID2176"
"ascending colon cancer"	"DOID218"
"ca ascending colon"	"DOID218"
"ca ascending colon (disorder)"	"DOID218"
"malignant neoplasm of right colon"	"DOID218"
"malignant tumor of ascending colon (disorder)"	"DOID218"
"post-surgical hypoinsulinemia"	"DOID2181"
"post-surgical hypoinsulinemia (disorder)"	"DOID2181"
"postsurgical hypoinsulinemia"	"DOID2181"
"postsurgical hypoinsulinemia (disorder)"	"DOID2181"
"amelogenesis imperfecta"	"DOID2187"
"colon cancer"	"DOID219"
"acute perichondritis of pinna"	"DOID221"
"acute perichondritis of pinna (disorder)"	"DOID221"
"factor xiii deficiency"	"DOID2211"
"deficiency, laki-lorand factor"	"DOID2211"
"factor xiii deficiency disease (disorder)"	"DOID2211"
"hereditary factor xiii deficiency disease (disorder)"	"DOID2211"
"coagulation protein disease"	"DOID2212"
"hemorrhagic disease"	"DOID2213"
"hemorrhagic diathesis"	"DOID2213"
"hemorrhagic disease"	"DOID2213"
"inherited blood coagulation disease"	"DOID2214"
"factor vii deficiency"	"DOID2215"
"deficiency, stable"	"DOID2215"
"factor vii deficiency"	"DOID2215"
"factor vii deficiency (disorder)"	"DOID2215"
"factor v deficiency"	"DOID2216"
"deficiency, labile"	"DOID2216"
"factor v deficiency (disorder)"	"DOID2216"
"factor v deficiency [ambiguous]"	"DOID2216"
"hereditary hypoproaccelerinaemia"	"DOID2216"
"labile factor deficiency (disorder)"	"DOID2216"
"proaccelerin deficiency (disorder)"	"DOID2216"
"bernard-soulier syndrome"	"DOID2217"
"bernard - soulier thrombopathy"	"DOID2217"
"bernard soulier syndrome"	"DOID2217"
"giant platelet syndrome (disorder)"	"DOID2217"
"hemorrhagic dystrophic thrombocytopenia"	"DOID2217"
"thrombopathy, bernard-soulier"	"DOID2217"
"blood platelet disease"	"DOID2218"
"platelet disorder"	"DOID2218"
"thrombocytopathy"	"DOID2218"
"glanzmann's thrombasthenia"	"DOID2219"
"glanzmann thrombasthenia"	"DOID2219"
"glycoprotein iib/iiia defect"	"DOID2219"
"thrombocytasthenia"	"DOID2219"
"perichondritis of auricle"	"DOID222"
"perichondritis and chondritis of pinna"	"DOID222"
"perichondritis of pinna"	"DOID222"
"perichondritis of pinna (disorder)"	"DOID222"
"perichondritis of pinna nos (disorder)"	"DOID222"
"perichondritis of pinna, unspecified"	"DOID222"
"unspecified perichondritis of pinna (disorder)"	"DOID222"
"factor x deficiency"	"DOID2222"
"disease, stuart-prower"	"DOID2222"
"factor x deficiency (disorder)"	"DOID2222"
"platelet storage pool deficiency"	"DOID2223"
"dense body defect (disorder)"	"DOID2223"
"platelet dense granule deficiency (disorder)"	"DOID2223"
"platelet storage pool defect"	"DOID2223"
"hemorrhagic thrombocythemia"	"DOID2224"
"essential thrombocythaemia"	"DOID2224"
"familial thrombocytosis"	"DOID2224"
"hereditary thrombocythemia"	"DOID2224"
"primary thrombocytosis"	"DOID2224"
"megakaryocytic tumor"	"DOID2225"
"chronic myeloproliferative disease"	"DOID2226"
"cmpd"	"DOID2226"
"cmpd, u"	"DOID2226"
"thrombocytosis"	"DOID2228"
"platelet count above reference range"	"DOID2228"
"thrombocythaemia"	"DOID2228"
"thrombocythemia"	"DOID2228"
"factor xi deficiency"	"DOID2229"
"congenital factor xi deficiency"	"DOID2229"
"hemophilia c"	"DOID2229"
"hereditary factor xi deficiency disease (disorder)"	"DOID2229"
"plasma thromboplastin antecedent deficiency"	"DOID2229"
"rosenthal's disease"	"DOID2229"
"basilar artery insufficiency"	"DOID223"
"basilar artery syndrome"	"DOID223"
"basilar artery syndrome"	"DOID223"
"basilar artery syndrome"	"DOID223"
"basilar artery syndrome (disorder)"	"DOID223"
"factor xii deficiency"	"DOID2231"
"deficiency, hageman"	"DOID2231"
"factor xii deficiency disease (disorder)"	"DOID2231"
"hageman factor deficiency"	"DOID2231"
"focal epilepsy"	"DOID2234"
"localisation-related epilepsy"	"DOID2234"
"partial epilepsy"	"DOID2234"
"prothrombin deficiency"	"DOID2235"
" hypoprothrombinemia"	"DOID2235"
"congenital afibrinogenemia"	"DOID2236"
"factor i deficiency"	"DOID2236"
"fibrinogen deficiency"	"DOID2236"
"hepatitis"	"DOID2237"
"acute and subacute liver necrosis"	"DOID2237"
"acute and subacute liver necrosis (disorder)"	"DOID2237"
"acute and subacute liver necrosis nos (disorder)"	"DOID2237"
"acute and subacute necrosis of liver"	"DOID2237"
"acute hepatitis"	"DOID2237"
"acute hepatitis (disorder)"	"DOID2237"
"acute/subac. necrosis of liver"	"DOID2237"
"animal hepatitis"	"DOID2237"
"chronic hepatitis"	"DOID2237"
"chronic persistent hepatitis"	"DOID2237"
"granulomatous hepatitis"	"DOID2239"
"granulomatous hepatitis (disorder)"	"DOID2239"
"transient cerebral ischemia"	"DOID224"
"tia"	"DOID224"
"tia - transient ischaemic attack"	"DOID224"
"transient cerebral ischaemia"	"DOID224"
"transient cerebral ischaemia nos"	"DOID224"
"transient cerebral ischemia (disorder) [ambiguous]"	"DOID224"
"transient ischemic attack"	"DOID224"
"transient ischemic attack"	"DOID224"
"transient ischemic attacks (disorder)"	"DOID224"
"spondylosis"	"DOID2247"
"lumbar spondylosis with myelopathy (disorder)"	"DOID2247"
"lumbosacral spondylosis without myelopathy"	"DOID2247"
"spondylogenic compression of lumbar spinal cord"	"DOID2247"
"spondylogenic compression of thoracic spinal cord"	"DOID2247"
"spondylosis with myelopathy"	"DOID2247"
"spondylosis with myelopathy (disorder)"	"DOID2247"
"thoracic or lumbar spondylosis with myelopathy"	"DOID2247"
"syndrome"	"DOID225"
"hypertrophic elongation of cervix"	"DOID2251"
"hypertrophic elongation of cervix (disorder)"	"DOID2251"
"hypertrophic elongation of cervix (disorder) [ambiguous]"	"DOID2251"
"cervix disease"	"DOID2253"
"osteochondrodysplasia"	"DOID2256"
"cartilage development disorder"	"DOID2256"
"chondrodystrophy"	"DOID2256"
"congenital anomaly of cartilage (disorder)"	"DOID2256"
"osteochondrodysplasia syndrome (disorder)"	"DOID2256"
"unspecified anomaly of cartilage (disorder)"	"DOID2256"
"ankylosis"	"DOID227"
"vulvovaginal candidiasis"	"DOID2272"
"candidal vulvovaginitis"	"DOID2272"
"candidal vulvovaginitis (disorder)"	"DOID2272"
"candidal vulvovaginitis nos (disorder)"	"DOID2272"
"candidal: [vulvovaginitis nos] or [cervix]"	"DOID2272"
"candidiasis of vulva and vagina"	"DOID2272"
"monilial vulvovaginitis"	"DOID2272"
"vulvovaginal candidiasis"	"DOID2272"
"vulvovaginitis"	"DOID2273"
"vulvo-vaginitis"	"DOID2273"
"pharyngitis"	"DOID2275"
"acute pharyngitis"	"DOID2275"
